Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Abundances (Scaled): F1: Sample	Abundances (Scaled): F2: Sample	Abundances (Scaled): F3: Sample	Abundances (Scaled): F4: Sample	Abundances (Scaled): F5: Sample	Abundances (Scaled): F6: Sample	Abundances (Scaled): F7: Sample	Abundances (Scaled): F8: Sample	Abundances (Scaled): F9: Sample	Abundances (Scaled): F10: Sample	Abundances (Scaled): F11: Sample	Abundances (Scaled): F12: Sample	Abundance: F1: Sample	Abundance: F2: Sample	Abundance: F3: Sample	Abundance: F4: Sample	Abundance: F5: Sample	Abundance: F6: Sample	Abundance: F7: Sample	Abundance: F8: Sample	Abundance: F9: Sample	Abundance: F10: Sample	Abundance: F11: Sample	Abundance: F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q8N3X1	Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3	0	137.49	28	20	97	20	1017	110.2	4.74	278.57	20	23.5	22.5	30.6	111.1	173.5	162.5	30.1	31.3	23.6	178.5	209.2	203.6	6455473.313	6178224	8402739.5	30523231.25	47659773.94	44637361.31	8259778.75	8597052.5	6481791.438	49025221.72	57462175.94	55920920.44	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2	0	136.575	60	17	153	17	289	32	8.68	362.97	17	57.4	58	68.3	162.7	168.4	140	37	60.4	42.2	126.7	165.6	113.4	88793716.25	89667191.81	105690916.9	251695543	260506760.1	216537275.8	57317833.25	93459415.16	65214078.66	196088955	256185886.5	175399678.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62241	40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2	0	134.804	61	17	240	17	208	24.2	10.32	584.01	17	49.5	50.2	64.2	192.1	188.6	139.1	30.4	53.6	30.7	144	160.6	96.9	113229580.3	114770162.7	146807832	439108269.5	430988318.4	317920314.5	69595876.31	122403959.9	70181005.72	329066823.9	367131875.6	221510518.4	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05783	Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2	0	130.684	51	19	186	18	430	48	5.45	396.89	19	186.1	88.4	79.6	202.8	87.5	58.8	48.7	150.4	62	53.4	137.8	44.5	136057022.6	64616894.19	58214122.31	148292540	63999807.31	43023314.88	35641844.66	110018806.5	45309906.88	39072166.19	100749973.3	32546298.47	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q04695	Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2	0	130.298	49	24	233	14	432	48.1	5.02	415.43	24	132.7	96.4	126.5	110.2	84.9	72.6	66.6	180.5	81	72.4	119.1	57	86938084.38	63199513.38	82901454.19	72250954.91	55639563.63	47549226.44	43623944.06	118317639	53113685.02	47476197.38	78064219.38	37385062.72	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15042	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2	0	130.257	26	22	172	22	1029	118.2	8.47	346.49	22	98.1	101.4	95.7	112	131.7	98	54	104.2	55.7	126.6	136.7	85.8	45388034.84	46909134.16	44267013.28	51785779.44	60919152.03	45345553.97	24955801.22	48211579.94	25781295.13	58559155.34	63229239	39672645.81	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NVP1	ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2	0	129.143	35	22	151	22	670	75.4	9.5	353.43	22	15.8			233.9	275.1	198.2	2	4.7	5.6	122.9	198.7	143.3	8493737.25			125788899.8	147941665.9	106577994	1072592.25	2503409.25	3008917	66078597.91	106845833.7	77086819.59	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P18124	60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1	0	128.965	56	18	247	18	248	29.2	10.65	583.59	18	19.9	21.8	29.3	177.6	191.5	165.2	18.3	33.9	17	158.5	221.1	145.8	92718780.88	101582201	136429161.8	826925712.8	891835501.5	769001632	85098718.75	158027187.5	79300063.5	738007367.7	1029477466	678740656.4	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	P83111	Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2	0	128.3	33	21	176	21	547	60.7	8.53	429.33	21	6.5	10.7	13.4	258.7	243.8	142.8	4.8	21.2	10.6	153.6	195.8	138.1	5203861.5	8639428.5	10826092.06	208562408.7	196535438.4	115161995.6	3895750.031	17062688.44	8553764.813	123852431.9	157900920.3	111340105.1	High	High	High	High	High	High	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6UXN9	WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1	0	128.057	53	15	159	15	313	35.1	7.69	381	15	70.5	106.2	97.3	105.4	125.3	114	66.5	83.8	63.9	119.7	151.4	96.1	47400334.63	71373137	65391175.44	70821112.38	84204242.5	76659487	44676377.13	56355793.72	42952457	80433606.13	101737006.9	64611483.25	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P27635	60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=5	0	127.597	59	15	204	15	214	24.6	10.08	479.12	15	24.1	35.5	41.5	192.8	215.9	157.3	21.6	44.9	21.8	151.4	180.3	112.9	47047933.95	69497354.09	81136203.38	376895130.2	422226004.8	307583065.3	42208697.26	87789581.31	42639670.5	295948635	352604909.8	220724469.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P13647	Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3	0	127.39	37	27	265	15	590	62.3	7.74	521.67	27	114.1	375	72.7	54.5	159.6	33.9	56.8	73.8	65.6	114.7	47.3	32	49756237.28	163537047.9	31717326.13	23768380.31	69588543.16	14794341.19	24784618.31	32172515.94	28625321.5	50007290.06	20616400.06	13953483.72	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62917	60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2	0	127.311	59	17	244	17	257	28	11.03	669.26	17	21.7	22.5	33.5	201.8	176.5	154.8	18.3	33.5	19.6	146.9	218.9	152	64331745.59	66550952.72	99145765.69	597148582	522219737.9	457922630.5	54020722.77	99089404	57846928.59	434642323.8	647567848	449801221.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P19474	E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1	0	127.141	49	21	125	21	475	54.1	6.38	292.91	21	109	120.9	144.5	78.9	83.3	80.8	102.9	149.8	109.3	85.3	72.2	63.1	159955406.2	177420495.8	212010581.5	115734823.3	122175004.1	118589657.5	150979657	219814940.8	160379549.1	125089506.9	106005534.7	92621938.31	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	O43663	Protein regulator of cytokinesis 1 OS=Homo sapiens OX=9606 GN=PRC1 PE=1 SV=2	0	124.167	34	18	81	18	620	71.6	6.68	175.55	18	52.5	37.4	35.7	62.9	77.6	46.8	26.6	47.2	41.1	225.5	365.7	181.1	14991981.56	10675559.31	10196314.06	17978247.56	22156176.03	13362279.88	7589214.938	13472849.63	11744069.75	64400491.44	104461095.3	51725388.75	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62263	40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3	0	122.463	43	10	165	10	151	16.3	10.05	516.36	10	59.1	62.3	72.5	174.3	177.2	135.8	28.2	57.3	37.3	129.6	157	109.6	94419242.38	99535692.5	115778258.3	278420921.5	283049290	216917967.3	45015903.72	91503935.31	59595499.25	207123312.4	250787814.8	175192029.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P02538	Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3	0	120.822	42	24	256	10	564	60	8	496.84	24	385.9	125.5	102.6	45.5	65	102.6	122.6	60.1	55.8	75.9	4.7	53.9	43082005.13	14005022.06	11449047.06	5074160.375	7261263	11454565.25	13688695.88	6704617	6230507.75	8478613.438	519617.6875	6016116.75	High	High	High	High	High	High	High	High	High	High	Peak Found	High	1	
FALSE	High	Master Protein	Q14151	Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	0	118.89	15	14	97	1	953	107.4	6.16	253.02	14	97.9	112.5	136.5	125.3	135.1	118		129.1	73.9	91.8	99.5	80.4	2072157.75	2379806.25	2888183.25	2652220.25	2859439	2496217.25		2732513	1563917.25	1942616.25	2106635.75	1702138.25	Peak Found	High	Peak Found	High	Peak Found	High	Not Found	Peak Found	Peak Found	High	Peak Found	High	1	
FALSE	High	Master Protein	O94842	TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=1 SV=1	0	118.389	34	17	88	17	621	66.2	5.06	239.69	17	30.4	42.1	42.5	118.7	170.9	138.3	21.6	48.7	30.4	161.5	234.4	160.6	12673749.78	17589848.44	17742327.19	49552388.91	71339324.53	57748901.95	9008432.125	20326325.04	12673248.63	67418390.92	97854624.22	67046112.23	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IWX8	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3	0	118.04	32	20	140	20	916	103.6	9.04	295.48	20	95.5	98.9	103.9	114.4	112.3	78.3	71.8	96.9	71.9	100.3	141.9	113.8	37436500.13	38767798.75	40726831.88	44828333.88	44029572.38	30703582.56	28132750.13	37996644.94	28200932.88	39306523.44	55638069.63	44598021.94	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	O14950	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	0	116.706	66	11	185	6	172	19.8	4.84	452.25	11	132.9	64.4	74.1	162.5	94.6	64.2	40.6	171.2	94.8	86.1	143.2	71.5	216854879	105084878.6	120973797.4	265229699.3	154473283.9	104749048.9	66280624	279472369.6	154668231.1	140546599.3	233676400.5	116767320.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8ND56	Protein LSM14 homolog A OS=Homo sapiens OX=9606 GN=LSM14A PE=1 SV=3	0	116.517	39	18	133	18	463	50.5	9.52	231.24	18	92.4	128.8	152.7	75	119.7	79.7	76.5	114.9	70.8	90.4	123	76.2	57359898.31	79921090.5	94763150.13	46576250.38	74283471.13	49481501.63	47456582.5	71309186.06	43917654	56076526.19	76321465.88	47298421.69	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q7Z406	Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2	0	115.008	7	17	239	1	1995	227.7	5.6	554.59	17	129.8	162.9	149.9			229.5		88.6	225.5	106.2		107.6	1486013.375	1864855.25	1716401.125			2627085		1013641	2580756.75	1216063.625		1231187.875	High	Peak Found	High	High	Not Found	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P84098	60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1	0	114.892	47	15	189	15	196	23.5	11.47	464.97	15	15.9	22.2	29.4	160.5	209.2	169.7	16	30.8	18.7	155.5	223.6	148.4	23056178.36	32206481.44	42557578.83	232357651.1	302826897.1	245695364.8	23178478.63	44516113.59	27134195.47	225076324	323709463.6	214798703.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P10809	60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2	0	114.867	37	17	103	17	573	61	5.87	281.29	17	108.3	121.4	118	87.3	96.9	96	77.6	116	86.3	96	122.7	73.6	70322081.31	78824819	76640907.31	56699146.69	62914491.75	62346229.75	50362365.94	75299972.06	56003824.91	62335231.88	79651633.69	47781918.69	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q14134	Tripartite motif-containing protein 29 OS=Homo sapiens OX=9606 GN=TRIM29 PE=1 SV=2	0	114.783	45	23	176	23	588	65.8	7.15	359.9	23	125.5	143.4	172.4	81.2	87.8	109.8	57.1	105	62.6	79.8	111.8	63.6	78633734.44	89895961.75	108071199.3	50914603.19	54993372.13	68781099.31	35814586.03	65772652.44	39246738.97	50025189	70031776.31	39837799.44	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	P62277	40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2	0	113.154	46	11	144	11	151	17.2	10.54	407.16	11	54.3	60	79	171.4	182	126.8	33.1	54	33.4	134.2	171.4	100.5	113347284.8	125159092.6	164722986.6	357575404.9	379533397.9	264513934.8	69011489.42	112533169.7	69604655.34	279899002.5	357439807.5	209550456.4	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P01857	Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1	0	112.584	61	15	99	7	330	36.1	8.19	173.61	15		40.3	1110.2			27.9						21.5		2935865.5	80879665			2034731.625						1568148.875	Not Found	High	High	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	1	
FALSE	High	Master Protein	P68104	Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1	0	111.255	31	13	159	7	462	50.1	9.01	414	13	85.2	68.1	94.7	168.5	138.2	106.1	54.3	65.2	46.1	90.6	172.3	110.8	58080371.34	46480396.44	64609218.75	114919793.9	94253436.75	72335197.44	37024589.81	44455677.31	31428781.81	61804494	117486822.8	75568714.44	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3	0	110.564	30	20	120	20	902	101.4	8.4	297.94	20	49.5	60.9	54.9	110.2	135	141.3	66.6	83.8	55.7	133.8	174.9	133.4	15502395.75	19069878.44	17207327.56	34517197.13	42296372.25	44262678.38	20850661.88	26245379.38	17451102.44	41902004.75	54776871.13	41778454.56	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NR30	Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	0	109.539	36	22	91	20	783	87.3	9.28	193.05	22	67.9	50.9	57.8	284.2	256.7	206.9	28.7	22.8	21.4	69.2	87.9	45.7	15882035.78	11894234.13	13520874.13	66479005.56	60029980.63	48385155.5	6709936.938	5332203.813	5005570.813	16173493.09	20558168.84	10685110.59	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P62750	60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1	0	108.71	43	13	128	13	156	17.7	10.45	338.03	13	16.7	21.5	31.9	171.1	199.1	151.6	17	25.6	15.5	157.5	236.3	156.3	36804586.88	47534696.13	70388554.63	377811227.3	439645019.6	334794074.9	37560535.66	56456247.61	34310988.53	347917122.4	521821283.4	345075409.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P08779	Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4	0	108.549	39	17	195	5	473	51.2	5.05	370.72	17	854.2	40.7				189.3	115.8						15916512.88	757866.5625				3527504.813	2158711.5						High	Peak Found	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q71RC2	La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3	0	107.822	35	18	119	18	724	80.5	6.61	249.2	18	60.9	82.6	80.9	142.2	169.3	163.1	15.1	36.9	35.2	132.3	154.3	127.3	20638303.75	27979948.19	27411011.81	48190959.94	57363271.5	55269344.31	5117834.188	12520994.78	11913939.06	44818187.94	52291877.88	43151354.81	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P39019	40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	0	103.58	66	14	203	14	145	16.1	10.32	390.42	14	53.7	64.7	76.5	160.5	169.8	130	30.8	56.2	37	124.9	173.5	122.2	97884023.59	118026170.8	139560820	292554466.5	309619005.4	237061998.3	56165334.84	102523811.8	67538631.38	227766927.8	316280988	222841152.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	0	103.576	38	10	158	9	415	45.6	5.58	407.97	10	74.8	115.8	108.2	137.2	159.5	133.1	37	58.1	34.9	111	134.9	95.3	47192563.56	73080634.47	68269860.94	86576905.47	100592277.7	83990316.53	23341319.16	36665773.75	22038008.81	70019925.47	85086202.66	60137772.23	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q562R1	Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2	0	103.506	29	11	242	3	376	42	5.59	500.48	11	197.2	26	77.3	50.9	497	29.3	31	96.4	83.6	17.1	45.6	48.7	20789570	2743457	8146907.5	5363827.5	52391107	3086669	3269905.75	10167323	8808737	1798877.75	4805886.625	5129908.875	High	Peak Found	Peak Found	High	High	High	High	High	High	High	Peak Found	High	1	
FALSE	High	Master Protein	Q07020	60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2	0	103.19	48	11	164	11	188	21.6	11.72	407.46	11	21.7	27.8	39.4	191.2	195.1	163.7	22	43.6	22.3	157	172.3	144	62716482.63	80469696.88	114141978.8	553760460	564963413.3	474143128.5	63679558.06	126249950.5	64491264.09	454614993.6	498816350.6	416975853.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	0	102.677	47	13	164	13	227	26.2	8.82	440.98	13	90.5	110.2	106.2	122.4	114.9	88.8	54.6	109.1	63	123.2	138.2	78.9	68256111.13	83137663.13	80110752.63	92348819.44	86666141.88	66967108.06	41215280.94	82285013.88	47499603.75	92898024.13	104244621.3	59496395	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P42166	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	0	102.015	27	15	83	9	694	75.4	7.66	211.3	15	108	101.6	101.3	114.8	125.2	65.6	82.6	114.1	75.7	94.9	110.6	105.7	121003215	113880809.1	113574182.1	128657478.3	140306917.5	73526418.75	92571834.56	127886658.7	84842942.31	106395534.9	124003278.7	118423305.1	High	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q9Y5T5	Ubiquitin carboxyl-terminal hydrolase 16 OS=Homo sapiens OX=9606 GN=USP16 PE=1 SV=1	0	101.699	27	15	56	15	823	93.5	6.93	147.76	15	65	49.4	70.8	124.8	171.2	96.8	44.5	75.9	50.8	136.7	172.4	141.9	17024201.44	12930540.94	18544608.13	32691980.63	44857978.25	25368161.69	11648291.19	19898848.25	13302504.06	35805975.88	45172777.38	37172119.06	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q86TG7	Retrotransposon-derived protein PEG10 OS=Homo sapiens OX=9606 GN=PEG10 PE=1 SV=2	0	100.721	27	12	81	12	708	80.1	6.39	222.51	12	106.7	80.3	101	138.4	144.6	126.7	42	74.6	47.8	103.4	113.5	121.1	20171785.19	15185556.75	19097157.06	26171841.88	27351822.25	23961100	7943368.438	14111385.75	9035453.969	19557392.75	21462071.88	22896373.69	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61353	60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2	0	100.482	61	12	153	12	136	15.8	10.56	311.86	12	15.8	26.9	42.2	174.9	187.5	167.9	17.2	36.1	18.4	159.1	210.8	143.2	32280312.86	55103509.94	86306939.44	357651907.4	383526529.6	343379362	35144009.25	73883270.44	37708414.81	325372383.7	431242986.6	292917553.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BXP5	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	0	99.945	32	25	137	25	876	100.6	5.96	218.41	25	92.7	106.5	163.5	116	116.6	87.1	67.8	106.2	82.4	89.1	95.5	76.5	41523489.06	47697839.44	73193431.06	51929967.31	52210453.22	38977648.13	30348316.98	47567693.2	36882936.41	39871267.59	42770783.5	34267601.05	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62081	40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1	0	99.261	47	12	80	12	194	22.1	10.1	153.43	12	12	21.6	30.3	203.2	211.4	166.3	12.9	16.7	11	176.6	211.1	126.9	9337931.938	16809755.72	23598159.38	158143210.1	164521087.1	129427741.1	10053113.53	12974238.09	8522449.188	137440531.6	164237519.5	98732178.63	Peak Found	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	0	98.661	56	17	146	17	408	44.9	8.65	386.04	17	64.1	73.6	95.4	139.3	163.1	135.9	39	55.7	41.9	111.6	180.9	99.3	56843348	65344025.69	84680372.63	123621676.2	144707640.9	120623139.6	34649064.34	49435729.3	37221645.84	99030543.06	160556284.4	88148955.06	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P60660	Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2	0	97.954	63	10	228	8	151	16.9	4.65	549.15	10	117.5	66.6	76.7	129.8	101	63.3	36.4	140.7	80.7	108.8	179.3	99.3	288447594.3	163657745.6	188405851.3	318820117.9	247997840.2	155488388	89275032.19	345419087.1	198169395.9	267198385.6	440217283.1	243778377.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q3ZCM7	Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2	0	96.424	29	12	211	1	444	49.7	4.89	468.35	12																									Not Found	High	High	High	High	High	Not Found	High	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Q5D862	Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1	0	96.283	13	13	30	13	2391	247.9	8.31	73.21	13	34.3	769.1	20.9	98.9	148.5	20		24.2	16.5	47.4	20.1		1266728	28396622.06	772669.8125	3651345.938	5482569.875	740056.875		894777.7813	610066.1875	1748282.875	741615.9063		High	High	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	High	Peak Found	Not Found	1	
FALSE	High	Master Protein	Q9UPQ0	LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4	0	96.222	26	23	96	23	1083	121.8	6.47	174.9	23	118.2	88.6	98.5	128.9	118	85.7	50.8	165	81	76.8	111.6	76.9	53404990.75	40015593.63	44507173.56	58236224.13	53317911.81	38726866.09	22967984.52	74518935.19	36581623.31	34676243.23	50399403.03	34728731.08	High	High	High	High	High	High	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	O15234	Protein CASC3 OS=Homo sapiens OX=9606 GN=CASC3 PE=1 SV=2	0	95.832	25	15	99	15	703	76.2	6.48	263.2	15	126.6	139.5	146.8	123.1	150.7	112.9	62.1	83.7	51.8	53.5	94.8	54.6	45539799.25	50161429.19	52811470.06	44267332	54198794.5	40603309.25	22333531.03	30085365.69	18635021.63	19235234.69	34088704.38	19627185.94	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q13428	Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	0	95.652	19	25	80	25	1488	152	9.04	134.23	25	112.2	65	89.4	218.9	171.8	106.2	23.3	119.9	46.3	56.4	129.4	61.1	23538010.39	13634553.91	18743105.16	45896113.72	36026224.53	22274461.84	4895619.977	25149768.69	9706320.531	11823767.83	27139068.53	12817136	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P83731	60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1	0	95.592	51	12	118	12	157	17.8	11.25	250.35	12	10.4	15.9	22.9	234.7	237.5	161.8	11	20.1	13.2	146.1	190.8	135.6	21283840.13	32672660	47061805.88	482202383	487827398.6	332415373.4	22592799.94	41377107.38	27199773.13	300099586.4	391975907.8	278598378.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62280	40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3	0	95.474	64	15	211	15	158	18.4	10.3	401.35	15	48.6	57.5	75	173.4	189.8	156	24.4	41.7	34.1	143.1	150	106.4	112505830.8	132991142.9	173475437.6	401179565.1	439104149.5	360855914.7	56446032.44	96401494.63	78791465	330995472.9	347072110.8	246085156.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UPS8	Ankyrin repeat domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ANKRD26 PE=1 SV=4	0	95.45	20	26	70	26	1710	196.3	5.72	114.61	26	45	44.4	72	113.6	172.9	99.7	33.3	53.5	37.4	153.9	203.5	170.9	7727549.125	7630024.313	12354936.63	19509135.81	29676120.13	17118413.94	5709190.5	9178242	6419091.5	26420826.03	34936425.88	29335566.03	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
