PATH	UNIPROT	PATHNAME
hsa04152	Q9Y376	AMPK signaling pathway
hsa04152	Q9UGI9	AMPK signaling pathway
hsa04152	P09467	AMPK signaling pathway
hsa04152	Q13541	AMPK signaling pathway
hsa04152	P54840	AMPK signaling pathway
hsa04152	P13807	AMPK signaling pathway
hsa04152	P78396	AMPK signaling pathway
hsa04152	Q86TI0	AMPK signaling pathway
hsa04152	P01308	AMPK signaling pathway
hsa04152	P35575	AMPK signaling pathway
hsa04152	P61006	AMPK signaling pathway
hsa04152	Q92574	AMPK signaling pathway
hsa04152	P30154	AMPK signaling pathway
hsa04152	P63151	AMPK signaling pathway
hsa04152	O75385	AMPK signaling pathway
hsa04152	Q12778	AMPK signaling pathway
hsa04152	P42338	AMPK signaling pathway
hsa04152	Q15831	AMPK signaling pathway
hsa04152	Q9BUM1	AMPK signaling pathway
hsa04152	Q13131	AMPK signaling pathway
hsa04152	Q8N122	AMPK signaling pathway
hsa04152	Q16822	AMPK signaling pathway
hsa04152	P24385	AMPK signaling pathway
hsa04152	Q70SY1	AMPK signaling pathway
hsa04152	P14672	AMPK signaling pathway
hsa04152	Q92569	AMPK signaling pathway
hsa04152	Q16537	AMPK signaling pathway
hsa04152	P16220	AMPK signaling pathway
hsa04152	P04035	AMPK signaling pathway
hsa04152	Q16875	AMPK signaling pathway
hsa04152	P61026	AMPK signaling pathway
hsa04152	P49815	AMPK signaling pathway
hsa04152	P31751	AMPK signaling pathway
hsa04152	Q9UGJ0	AMPK signaling pathway
hsa04152	Q8TEY5	AMPK signaling pathway
hsa04152	P16671	AMPK signaling pathway
hsa04152	Q9C0K7	AMPK signaling pathway
hsa04152	O00418	AMPK signaling pathway
hsa04152	P30153	AMPK signaling pathway
hsa04152	Q86SK9	AMPK signaling pathway
hsa04152	P36956	AMPK signaling pathway
hsa04152	O60543	AMPK signaling pathway
hsa04152	Q9Y4H2	AMPK signaling pathway
hsa04152	P50416	AMPK signaling pathway
hsa04152	Q96RR4	AMPK signaling pathway
hsa04152	Q66LE6	AMPK signaling pathway
hsa04152	Q15717	AMPK signaling pathway
hsa04152	P62714	AMPK signaling pathway
hsa04152	Q15907	AMPK signaling pathway
hsa04152	P23443	AMPK signaling pathway
hsa04152	Q9Y478	AMPK signaling pathway
hsa04152	Q15172	AMPK signaling pathway
hsa04152	Q13085	AMPK signaling pathway
hsa04152	P31749	AMPK signaling pathway
hsa04152	Q16877	AMPK signaling pathway
hsa04152	Q9NQR9	AMPK signaling pathway
hsa04152	O43741	AMPK signaling pathway
hsa04310	Q9BRK4	Wnt signaling pathway
hsa04310	Q7Z3G6	Wnt signaling pathway
hsa04310	O95813	Wnt signaling pathway
hsa04310	O15169	Wnt signaling pathway
hsa04310	P56704	Wnt signaling pathway
hsa04310	Q14332	Wnt signaling pathway
hsa04310	P56703	Wnt signaling pathway
hsa04310	P04628	Wnt signaling pathway
hsa04310	P48454	Wnt signaling pathway
hsa04310	Q96MT3	Wnt signaling pathway
hsa04310	Q9Y6F9	Wnt signaling pathway
hsa04310	P36402	Wnt signaling pathway
hsa04310	Q9HCS4	Wnt signaling pathway
hsa04310	Q9H808	Wnt signaling pathway
hsa04310	Q13145	Wnt signaling pathway
hsa04310	P30279	Wnt signaling pathway
hsa04310	P09237	Wnt signaling pathway
hsa04310	Q00722	Wnt signaling pathway
hsa04310	Q15147	Wnt signaling pathway
hsa04310	Q9H461	Wnt signaling pathway
hsa04310	P60763	Wnt signaling pathway
hsa04310	P05129	Wnt signaling pathway
hsa04310	Q2I0M5	Wnt signaling pathway
hsa04310	Q9UP38	Wnt signaling pathway
hsa04310	Q01974	Wnt signaling pathway
hsa04310	Q01973	Wnt signaling pathway
hsa04310	Q9P219	Wnt signaling pathway
hsa04310	P16298	Wnt signaling pathway
hsa04310	Q8N163	Wnt signaling pathway
hsa04310	Q9UBV4	Wnt signaling pathway
hsa04310	O96014	Wnt signaling pathway
hsa04310	Q9HCK8	Wnt signaling pathway
hsa04310	Q6UXX9	Wnt signaling pathway
hsa04310	Q14934	Wnt signaling pathway
hsa04310	Q9UBU2	Wnt signaling pathway
hsa04310	P49674	Wnt signaling pathway
hsa04310	Q9UJU2	Wnt signaling pathway
hsa04310	Q9UQB3	Wnt signaling pathway
hsa04310	O14905	Wnt signaling pathway
hsa04310	O14640	Wnt signaling pathway
hsa04310	Q9UBT3	Wnt signaling pathway
hsa04310	Q2MKA7	Wnt signaling pathway
hsa04310	P05412	Wnt signaling pathway
hsa04310	Q08209	Wnt signaling pathway
hsa04310	Q93098	Wnt signaling pathway
hsa04310	Q9ULV1	Wnt signaling pathway
hsa04310	Q12968	Wnt signaling pathway
hsa04310	Q9Y4D1	Wnt signaling pathway
hsa04310	P30281	Wnt signaling pathway
hsa04310	O94907	Wnt signaling pathway
hsa04310	Q68DV7	Wnt signaling pathway
hsa04310	Q96EB6	Wnt signaling pathway
hsa04310	P68400	Wnt signaling pathway
hsa04310	Q9HB71	Wnt signaling pathway
hsa04310	Q86T65	Wnt signaling pathway
hsa04310	Q9H237	Wnt signaling pathway
hsa04310	P34925	Wnt signaling pathway
hsa04310	Q8N752	Wnt signaling pathway
hsa04310	P17252	Wnt signaling pathway
hsa04310	P23508	Wnt signaling pathway
hsa04310	Q9NPG1	Wnt signaling pathway
hsa04310	P67870	Wnt signaling pathway
hsa04310	O00144	Wnt signaling pathway
hsa04310	P15153	Wnt signaling pathway
hsa04310	Q9BXY4	Wnt signaling pathway
hsa04310	Q9Y2T1	Wnt signaling pathway
hsa04310	O43900	Wnt signaling pathway
hsa04310	Q9H1J7	Wnt signaling pathway
hsa04310	P17612	Wnt signaling pathway
hsa04310	P56545	Wnt signaling pathway
hsa04310	Q6FHJ7	Wnt signaling pathway
hsa04310	Q9Y265	Wnt signaling pathway
hsa04310	P04637	Wnt signaling pathway
hsa04310	Q9Y5W5	Wnt signaling pathway
hsa04310	Q969F2	Wnt signaling pathway
hsa04310	O75116	Wnt signaling pathway
hsa04310	Q8NCL9	Wnt signaling pathway
hsa04310	P63208	Wnt signaling pathway
hsa04310	O75474	Wnt signaling pathway
hsa04310	O75473	Wnt signaling pathway
hsa04310	P22612	Wnt signaling pathway
hsa04310	Q03181	Wnt signaling pathway
hsa04310	P25054	Wnt signaling pathway
hsa04310	Q04724	Wnt signaling pathway
hsa04310	P63000	Wnt signaling pathway
hsa04310	Q8NEV1	Wnt signaling pathway
hsa04310	Q9BXB1	Wnt signaling pathway
hsa04310	P35222	Wnt signaling pathway
hsa04310	Q9H1J5	Wnt signaling pathway
hsa04310	Q13616	Wnt signaling pathway
hsa04310	Q9ULW2	Wnt signaling pathway
hsa04310	Q6P988	Wnt signaling pathway
hsa04310	Q9Y3M2	Wnt signaling pathway
hsa04310	O75084	Wnt signaling pathway
hsa04310	P56706	Wnt signaling pathway
hsa04310	O75487	Wnt signaling pathway
hsa04310	P15407	Wnt signaling pathway
hsa04310	O14641	Wnt signaling pathway
hsa04310	P53779	Wnt signaling pathway
hsa04310	Q93097	Wnt signaling pathway
hsa04310	O95644	Wnt signaling pathway
hsa04310	P63098	Wnt signaling pathway
hsa04310	Q04726	Wnt signaling pathway
hsa04310	Q9UKB1	Wnt signaling pathway
hsa04310	Q13485	Wnt signaling pathway
hsa04310	Q13363	Wnt signaling pathway
hsa04310	P24385	Wnt signaling pathway
hsa04310	Q9BQB4	Wnt signaling pathway
hsa04310	Q92997	Wnt signaling pathway
hsa04310	O95996	Wnt signaling pathway
hsa04310	Q09472	Wnt signaling pathway
hsa04310	Q04725	Wnt signaling pathway
hsa04310	P01106	Wnt signaling pathway
hsa04310	P49674	Wnt signaling pathway
hsa04310	O60353	Wnt signaling pathway
hsa04310	Q9HC62	Wnt signaling pathway
hsa04310	Q13469	Wnt signaling pathway
hsa04310	Q9NQB0	Wnt signaling pathway
hsa04310	Q04727	Wnt signaling pathway
hsa04310	O75581	Wnt signaling pathway
hsa04310	P45984	Wnt signaling pathway
hsa04310	Q9BQ87	Wnt signaling pathway
hsa04310	Q96HF1	Wnt signaling pathway
hsa04310	Q8J025	Wnt signaling pathway
hsa04310	Q8N474	Wnt signaling pathway
hsa04310	O60907	Wnt signaling pathway
hsa04310	Q9NSA3	Wnt signaling pathway
hsa04310	O00744	Wnt signaling pathway
hsa04310	O00755	Wnt signaling pathway
hsa04310	Q13467	Wnt signaling pathway
hsa04310	Q9Y283	Wnt signaling pathway
hsa04310	Q5T4F7	Wnt signaling pathway
hsa04310	P19784	Wnt signaling pathway
hsa04310	P45983	Wnt signaling pathway
hsa04310	P49768	Wnt signaling pathway
hsa04310	O95388	Wnt signaling pathway
hsa04310	Q8TAA9	Wnt signaling pathway
hsa04310	Q9H6I2	Wnt signaling pathway
hsa04310	Q01970	Wnt signaling pathway
hsa04310	Q9ULT6	Wnt signaling pathway
hsa04310	O43318	Wnt signaling pathway
hsa04310	Q13555	Wnt signaling pathway
hsa04310	P62877	Wnt signaling pathway
hsa04310	Q9HBX8	Wnt signaling pathway
hsa04310	P61586	Wnt signaling pathway
hsa04310	O14904	Wnt signaling pathway
hsa04310	P56705	Wnt signaling pathway
hsa04310	P22694	Wnt signaling pathway
hsa04310	Q92837	Wnt signaling pathway
hsa04310	P09544	Wnt signaling pathway
hsa04310	Q9UQM7	Wnt signaling pathway
hsa04310	Q969G9	Wnt signaling pathway
hsa04310	Q9ULK5	Wnt signaling pathway
hsa04310	Q9UBE8	Wnt signaling pathway
hsa04310	Q13557	Wnt signaling pathway
hsa04310	Q9Y297	Wnt signaling pathway
hsa04310	P49841	Wnt signaling pathway
hsa04310	Q9NQ66	Wnt signaling pathway
hsa04310	Q13554	Wnt signaling pathway
hsa04310	O75197	Wnt signaling pathway
hsa04310	P84022	Wnt signaling pathway
hsa04310	Q92765	Wnt signaling pathway
hsa04310	P05771	Wnt signaling pathway
hsa04310	Q96LZ3	Wnt signaling pathway
hsa04310	P48729	Wnt signaling pathway
hsa04310	Q8IUQ4	Wnt signaling pathway
hsa04310	Q92793	Wnt signaling pathway
hsa04310	Q9BZK7	Wnt signaling pathway
hsa04310	P41221	Wnt signaling pathway
hsa04310	Q2TBC4	Wnt signaling pathway
hsa04310	P36955	Wnt signaling pathway
hsa04310	Q9GZT5	Wnt signaling pathway
hsa04330	Q9H808	Notch signaling pathway
hsa04330	Q04724	Notch signaling pathway
hsa04330	Q9UBP5	Notch signaling pathway
hsa04330	Q8IZL2	Notch signaling pathway
hsa04330	Q5TA89	Notch signaling pathway
hsa04330	O00548	Notch signaling pathway
hsa04330	Q9Y2E6	Notch signaling pathway
hsa04330	Q9Y5J3	Notch signaling pathway
hsa04330	Q9NYJ7	Notch signaling pathway
hsa04330	Q06330	Notch signaling pathway
hsa04330	P49810	Notch signaling pathway
hsa04330	Q7Z6K4	Notch signaling pathway
hsa04330	P78536	Notch signaling pathway
hsa04330	Q04721	Notch signaling pathway
hsa04330	Q9NQ87	Notch signaling pathway
hsa04330	Q8NES3	Notch signaling pathway
hsa04330	Q6ISU1	Notch signaling pathway
hsa04330	Q13363	Notch signaling pathway
hsa04330	P78504	Notch signaling pathway
hsa04330	P54253	Notch signaling pathway
hsa04330	P46531	Notch signaling pathway
hsa04330	Q13547	Notch signaling pathway
hsa04330	P49757	Notch signaling pathway
hsa04330	Q9Y618	Notch signaling pathway
hsa04330	Q9Y219	Notch signaling pathway
hsa04330	Q04725	Notch signaling pathway
hsa04330	Q92585	Notch signaling pathway
hsa04330	Q86UW9	Notch signaling pathway
hsa04330	Q8TDB6	Notch signaling pathway
hsa04330	P49768	Notch signaling pathway
hsa04330	Q13573	Notch signaling pathway
hsa04330	P0C7T5	Notch signaling pathway
hsa04330	Q9UM47	Notch signaling pathway
hsa04330	P56545	Notch signaling pathway
hsa04330	Q96JK9	Notch signaling pathway
hsa04330	Q96T58	Notch signaling pathway
hsa04330	Q9Y644	Notch signaling pathway
hsa04330	Q9NZ42	Notch signaling pathway
hsa04330	Q14469	Notch signaling pathway
hsa04330	Q92997	Notch signaling pathway
hsa04330	Q96J02	Notch signaling pathway
hsa04330	Q9Y6R0	Notch signaling pathway
hsa04330	Q9NR61	Notch signaling pathway
hsa04330	Q96BI3	Notch signaling pathway
hsa04330	Q92793	Notch signaling pathway
hsa04330	Q8WW43	Notch signaling pathway
hsa04330	Q8N9I9	Notch signaling pathway
hsa04330	Q92769	Notch signaling pathway
hsa04330	O14640	Notch signaling pathway
hsa04330	O00587	Notch signaling pathway
hsa04330	Q92831	Notch signaling pathway
hsa04330	O14641	Notch signaling pathway
hsa04330	Q92542	Notch signaling pathway
hsa04330	Q92830	Notch signaling pathway
hsa04330	Q86Y01	Notch signaling pathway
hsa04330	Q09472	Notch signaling pathway
hsa04330	Q86X95	Notch signaling pathway
hsa04330	Q04727	Notch signaling pathway
hsa04330	Q04726	Notch signaling pathway
hsa04330	Q99466	Notch signaling pathway
hsa04330	Q9UBG7	Notch signaling pathway
hsa04340	P57679	Hedgehog signaling pathway
hsa04340	Q9Y496	Hedgehog signaling pathway
hsa04340	Q4KMG0	Hedgehog signaling pathway
hsa04340	Q9UKB1	Hedgehog signaling pathway
hsa04340	Q9HCP0	Hedgehog signaling pathway
hsa04340	Q15465	Hedgehog signaling pathway
hsa04340	Q9BWV1	Hedgehog signaling pathway
hsa04340	Q8N752	Hedgehog signaling pathway
hsa04340	P10070	Hedgehog signaling pathway
hsa04340	Q7Z7M0	Hedgehog signaling pathway
hsa04340	O43791	Hedgehog signaling pathway
hsa04340	P08151	Hedgehog signaling pathway
hsa04340	P10415	Hedgehog signaling pathway
hsa04340	P25098	Hedgehog signaling pathway
hsa04340	Q5VTY9	Hedgehog signaling pathway
hsa04340	Q9HAU4	Hedgehog signaling pathway
hsa04340	Q96QV1	Hedgehog signaling pathway
hsa04340	P10071	Hedgehog signaling pathway
hsa04340	Q6IQ16	Hedgehog signaling pathway
hsa04340	Q13635	Hedgehog signaling pathway
hsa04340	O60291	Hedgehog signaling pathway
hsa04340	Q9Y297	Hedgehog signaling pathway
hsa04340	Q9Y6C5	Hedgehog signaling pathway
hsa04340	Q13616	Hedgehog signaling pathway
hsa04340	P22694	Hedgehog signaling pathway
hsa04340	Q14623	Hedgehog signaling pathway
hsa04340	P17612	Hedgehog signaling pathway
hsa04340	P24385	Hedgehog signaling pathway
hsa04340	Q9NQ36	Hedgehog signaling pathway
hsa04340	O43323	Hedgehog signaling pathway
hsa04340	P54826	Hedgehog signaling pathway
hsa04340	Q8N6U8	Hedgehog signaling pathway
hsa04340	Q99835	Hedgehog signaling pathway
hsa04340	P35626	Hedgehog signaling pathway
hsa04340	Q6IPM2	Hedgehog signaling pathway
hsa04340	Q9Y6M4	Hedgehog signaling pathway
hsa04340	P30279	Hedgehog signaling pathway
hsa04340	P48730	Hedgehog signaling pathway
hsa04340	P32121	Hedgehog signaling pathway
hsa04340	P49674	Hedgehog signaling pathway
hsa04340	P98164	Hedgehog signaling pathway
hsa04340	Q9HCE7	Hedgehog signaling pathway
hsa04340	Q86UK5	Hedgehog signaling pathway
hsa04340	Q9UMX1	Hedgehog signaling pathway
hsa04340	P49674	Hedgehog signaling pathway
hsa04340	P49841	Hedgehog signaling pathway
hsa04340	P48729	Hedgehog signaling pathway
hsa04340	Q13618	Hedgehog signaling pathway
hsa04340	P22612	Hedgehog signaling pathway
hsa04340	Q96F81	Hedgehog signaling pathway
hsa04340	Q2M1P5	Hedgehog signaling pathway
hsa04340	Q8NHV5	Hedgehog signaling pathway
hsa04340	P49407	Hedgehog signaling pathway
hsa04340	A8K855	Hedgehog signaling pathway
hsa04340	Q9HCP6	Hedgehog signaling pathway
hsa04340	P78368	Hedgehog signaling pathway
hsa04350	P81172	TGF-beta signaling pathway
hsa04350	P10600	TGF-beta signaling pathway
hsa04350	Q96ST3	TGF-beta signaling pathway
hsa04350	Q14186	TGF-beta signaling pathway
hsa04350	Q15583	TGF-beta signaling pathway
hsa04350	Q13145	TGF-beta signaling pathway
hsa04350	P18075	TGF-beta signaling pathway
hsa04350	Q13485	TGF-beta signaling pathway
hsa04350	P37173	TGF-beta signaling pathway
hsa04350	P28482	TGF-beta signaling pathway
hsa04350	P03971	TGF-beta signaling pathway
hsa04350	Q6KF10	TGF-beta signaling pathway
hsa04350	Q9GZN2	TGF-beta signaling pathway
hsa04350	P27037	TGF-beta signaling pathway
hsa04350	Q13253	TGF-beta signaling pathway
hsa04350	Q7Z3T8	TGF-beta signaling pathway
hsa04350	Q9UP52	TGF-beta signaling pathway
hsa04350	P09529	TGF-beta signaling pathway
hsa04350	Q7Z5Y6	TGF-beta signaling pathway
hsa04350	Q9H2X0	TGF-beta signaling pathway
hsa04350	Q13464	TGF-beta signaling pathway
hsa04350	P30154	TGF-beta signaling pathway
hsa04350	P01579	TGF-beta signaling pathway
hsa04350	P19883	TGF-beta signaling pathway
hsa04350	P36894	TGF-beta signaling pathway
hsa04350	Q92859	TGF-beta signaling pathway
hsa04350	P62714	TGF-beta signaling pathway
hsa04350	P41271	TGF-beta signaling pathway
hsa04350	P12757	TGF-beta signaling pathway
hsa04350	Q06828	TGF-beta signaling pathway
hsa04350	P41134	TGF-beta signaling pathway
hsa04350	Q15329	TGF-beta signaling pathway
hsa04350	Q6NW40	TGF-beta signaling pathway
hsa04350	P35555	TGF-beta signaling pathway
hsa04350	O00292	TGF-beta signaling pathway
hsa04350	Q9HCE7	TGF-beta signaling pathway
hsa04350	Q6ZVN8	TGF-beta signaling pathway
hsa04350	O15105	TGF-beta signaling pathway
hsa04350	P36897	TGF-beta signaling pathway
hsa04350	O95405	TGF-beta signaling pathway
hsa04350	Q9H772	TGF-beta signaling pathway
hsa04350	O00238	TGF-beta signaling pathway
hsa04350	Q13547	TGF-beta signaling pathway
hsa04350	P01106	TGF-beta signaling pathway
hsa04350	Q92793	TGF-beta signaling pathway
hsa04350	P63208	TGF-beta signaling pathway
hsa04350	Q99697	TGF-beta signaling pathway
hsa04350	P41271	TGF-beta signaling pathway
hsa04350	P07585	TGF-beta signaling pathway
hsa04350	Q02535	TGF-beta signaling pathway
hsa04350	Q8NER5	TGF-beta signaling pathway
hsa04350	Q8N6C5	TGF-beta signaling pathway
hsa04350	O75610	TGF-beta signaling pathway
hsa04350	Q15796	TGF-beta signaling pathway
hsa04350	Q14766	TGF-beta signaling pathway
hsa04350	P02786	TGF-beta signaling pathway
hsa04350	Q9HAU4	TGF-beta signaling pathway
hsa04350	O75376	TGF-beta signaling pathway
hsa04350	P34820	TGF-beta signaling pathway
hsa04350	Q9UBS0	TGF-beta signaling pathway
hsa04350	P30153	TGF-beta signaling pathway
hsa04350	Q7Z4P5	TGF-beta signaling pathway
hsa04350	P47928	TGF-beta signaling pathway
hsa04350	P12644	TGF-beta signaling pathway
hsa04350	P12755	TGF-beta signaling pathway
hsa04350	P58166	TGF-beta signaling pathway
hsa04350	P08476	TGF-beta signaling pathway
hsa04350	Q13873	TGF-beta signaling pathway
hsa04350	P22003	TGF-beta signaling pathway
hsa04350	P61586	TGF-beta signaling pathway
hsa04350	P55103	TGF-beta signaling pathway
hsa04350	P54852	TGF-beta signaling pathway
hsa04350	O43541	TGF-beta signaling pathway
hsa04350	P08047	TGF-beta signaling pathway
hsa04350	Q86YC3	TGF-beta signaling pathway
hsa04350	Q13705	TGF-beta signaling pathway
hsa04350	P07996	TGF-beta signaling pathway
hsa04350	Q92769	TGF-beta signaling pathway
hsa04350	P27361	TGF-beta signaling pathway
hsa04350	Q02363	TGF-beta signaling pathway
hsa04350	Q15797	TGF-beta signaling pathway
hsa04350	P36896	TGF-beta signaling pathway
hsa04350	Q14392	TGF-beta signaling pathway
hsa04350	Q96S42	TGF-beta signaling pathway
hsa04350	P61812	TGF-beta signaling pathway
hsa04350	Q99717	TGF-beta signaling pathway
hsa04350	P42772	TGF-beta signaling pathway
hsa04350	O15198	TGF-beta signaling pathway
hsa04350	Q16254	TGF-beta signaling pathway
hsa04350	Q09472	TGF-beta signaling pathway
hsa04350	O60565	TGF-beta signaling pathway
hsa04350	Q16671	TGF-beta signaling pathway
hsa04350	Q6ZMP0	TGF-beta signaling pathway
hsa04350	P02787	TGF-beta signaling pathway
hsa04350	Q96B86	TGF-beta signaling pathway
hsa04350	P67775	TGF-beta signaling pathway
hsa04350	P23443	TGF-beta signaling pathway
hsa04350	Q30201	TGF-beta signaling pathway
hsa04350	P01375	TGF-beta signaling pathway
hsa04350	P22004	TGF-beta signaling pathway
hsa04350	P43026	TGF-beta signaling pathway
hsa04350	P62877	TGF-beta signaling pathway
hsa04350	Q13616	TGF-beta signaling pathway
hsa04350	Q04771	TGF-beta signaling pathway
hsa04350	P01137	TGF-beta signaling pathway
hsa04350	P84022	TGF-beta signaling pathway
hsa04350	P28749	TGF-beta signaling pathway
hsa04350	P12643	TGF-beta signaling pathway
hsa04370	P28482	VEGF signaling pathway
hsa04370	P0C869	VEGF signaling pathway
hsa04370	O15264	VEGF signaling pathway
hsa04370	P15692	VEGF signaling pathway
hsa04370	Q13469	VEGF signaling pathway
hsa04370	P60953	VEGF signaling pathway
hsa04370	P01116	VEGF signaling pathway
hsa04370	O00329	VEGF signaling pathway
hsa04370	Q86XP0	VEGF signaling pathway
hsa04370	Q96LZ3	VEGF signaling pathway
hsa04370	P35354	VEGF signaling pathway
hsa04370	P16298	VEGF signaling pathway
hsa04370	P29474	VEGF signaling pathway
hsa04370	P01112	VEGF signaling pathway
hsa04370	Q16644	VEGF signaling pathway
hsa04370	Q92569	VEGF signaling pathway
hsa04370	Q9NYA1	VEGF signaling pathway
hsa04370	P49137	VEGF signaling pathway
hsa04370	Q9NP31	VEGF signaling pathway
hsa04370	P35968	VEGF signaling pathway
hsa04370	Q15759	VEGF signaling pathway
hsa04370	P53778	VEGF signaling pathway
hsa04370	P42338	VEGF signaling pathway
hsa04370	P42336	VEGF signaling pathway
hsa04370	P05129	VEGF signaling pathway
hsa04370	O00459	VEGF signaling pathway
hsa04370	P63000	VEGF signaling pathway
hsa04370	P01111	VEGF signaling pathway
hsa04370	Q68DD2	VEGF signaling pathway
hsa04370	Q3MJ16	VEGF signaling pathway
hsa04370	P12931	VEGF signaling pathway
hsa04370	P17252	VEGF signaling pathway
hsa04370	Q16539	VEGF signaling pathway
hsa04370	P31749	VEGF signaling pathway
hsa04370	P15153	VEGF signaling pathway
hsa04370	P36507	VEGF signaling pathway
hsa04370	P27361	VEGF signaling pathway
hsa04370	P0C869	VEGF signaling pathway
hsa04370	P63098	VEGF signaling pathway
hsa04370	P31751	VEGF signaling pathway
hsa04370	P47712	VEGF signaling pathway
hsa04370	Q02750	VEGF signaling pathway
hsa04370	P16885	VEGF signaling pathway
hsa04370	Q9UP65	VEGF signaling pathway
hsa04370	P27986	VEGF signaling pathway
hsa04370	Q92934	VEGF signaling pathway
hsa04370	P19174	VEGF signaling pathway
hsa04370	P05771	VEGF signaling pathway
hsa04370	P98077	VEGF signaling pathway
hsa04370	P60763	VEGF signaling pathway
hsa04370	Q9Y243	VEGF signaling pathway
hsa04370	P04049	VEGF signaling pathway
hsa04370	P04792	VEGF signaling pathway
hsa04370	P49023	VEGF signaling pathway
hsa04370	Q9NRA0	VEGF signaling pathway
hsa04370	Q05397	VEGF signaling pathway
hsa04370	P55211	VEGF signaling pathway
hsa04370	P48454	VEGF signaling pathway
hsa04370	Q08209	VEGF signaling pathway
hsa04371	P48736	Apelin signaling pathway
hsa04371	P0DP23	Apelin signaling pathway
hsa04371	P05121	Apelin signaling pathway
hsa04371	Q02080	Apelin signaling pathway
hsa04371	P63215	Apelin signaling pathway
hsa04371	P18146	Apelin signaling pathway
hsa04371	Q9Y5W3	Apelin signaling pathway
hsa04371	P0DP24	Apelin signaling pathway
hsa04371	P35228	Apelin signaling pathway
hsa04371	P12829	Apelin signaling pathway
hsa04371	Q86YV6	Apelin signaling pathway
hsa04371	O95622	Apelin signaling pathway
hsa04371	Q9ULZ1	Apelin signaling pathway
hsa04371	Q8WYR1	Apelin signaling pathway
hsa04371	P0DP23	Apelin signaling pathway
hsa04371	Q02078	Apelin signaling pathway
hsa04371	Q9GZQ8	Apelin signaling pathway
hsa04371	Q13485	Apelin signaling pathway
hsa04371	Q5UE93	Apelin signaling pathway
hsa04371	Q9H1R3	Apelin signaling pathway
hsa04371	O43741	Apelin signaling pathway
hsa04371	P54646	Apelin signaling pathway
hsa04371	Q9BXW4	Apelin signaling pathway
hsa04371	Q14643	Apelin signaling pathway
hsa04371	P17612	Apelin signaling pathway
hsa04371	P04899	Apelin signaling pathway
hsa04371	P31749	Apelin signaling pathway
hsa04371	P62873	Apelin signaling pathway
hsa04371	Q14814	Apelin signaling pathway
hsa04371	A8MW95	Apelin signaling pathway
hsa04371	P21817	Apelin signaling pathway
hsa04371	P29279	Apelin signaling pathway
hsa04371	P19634	Apelin signaling pathway
hsa04371	Q8TD86	Apelin signaling pathway
hsa04371	P50151	Apelin signaling pathway
hsa04371	Q9UBI6	Apelin signaling pathway
hsa04371	P63218	Apelin signaling pathway
hsa04371	Q96PN6	Apelin signaling pathway
hsa04371	Q14571	Apelin signaling pathway
hsa04371	Q02750	Apelin signaling pathway
hsa04371	P51828	Apelin signaling pathway
hsa04371	Q9H492	Apelin signaling pathway
hsa04371	Q32MK0	Apelin signaling pathway
hsa04371	Q08462	Apelin signaling pathway
hsa04371	P36507	Apelin signaling pathway
hsa04371	P0DMC3	Apelin signaling pathway
hsa04371	Q05469	Apelin signaling pathway
hsa04371	O60240	Apelin signaling pathway
hsa04371	P27482	Apelin signaling pathway
hsa04371	Q9UM47	Apelin signaling pathway
hsa04371	P0DP25	Apelin signaling pathway
hsa04371	P40145	Apelin signaling pathway
hsa04371	P29474	Apelin signaling pathway
hsa04371	O60262	Apelin signaling pathway
hsa04371	Q9NRA0	Apelin signaling pathway
hsa04371	P56524	Apelin signaling pathway
hsa04371	P24385	Apelin signaling pathway
hsa04371	P63096	Apelin signaling pathway
hsa04371	P22694	Apelin signaling pathway
hsa04371	Q16566	Apelin signaling pathway
hsa04371	P08754	Apelin signaling pathway
hsa04371	P0DP24	Apelin signaling pathway
hsa04371	P01116	Apelin signaling pathway
hsa04371	Q14573	Apelin signaling pathway
hsa04371	O60503	Apelin signaling pathway
hsa04371	P01112	Apelin signaling pathway
hsa04371	P62753	Apelin signaling pathway
hsa04371	Q9UK08	Apelin signaling pathway
hsa04371	P62879	Apelin signaling pathway
hsa04371	Q92736	Apelin signaling pathway
hsa04371	Q9UGJ0	Apelin signaling pathway
hsa04371	Q9NYA1	Apelin signaling pathway
hsa04371	Q06413	Apelin signaling pathway
hsa04371	P57103	Apelin signaling pathway
hsa04371	Q15796	Apelin signaling pathway
hsa04371	O60266	Apelin signaling pathway
hsa04371	P62070	Apelin signaling pathway
hsa04371	A6NCE7	Apelin signaling pathway
hsa04371	Q96GE6	Apelin signaling pathway
hsa04371	Q02080	Apelin signaling pathway
hsa04371	P32418	Apelin signaling pathway
hsa04371	P25874	Apelin signaling pathway
hsa04371	P36897	Apelin signaling pathway
hsa04371	P59768	Apelin signaling pathway
hsa04371	P23443	Apelin signaling pathway
hsa04371	P50150	Apelin signaling pathway
hsa04371	P04049	Apelin signaling pathway
hsa04371	Q15413	Apelin signaling pathway
hsa04371	P10301	Apelin signaling pathway
hsa04371	P29475	Apelin signaling pathway
hsa04371	Q9UPR5	Apelin signaling pathway
hsa04371	P31751	Apelin signaling pathway
hsa04371	O14807	Apelin signaling pathway
hsa04371	Q14457	Apelin signaling pathway
hsa04371	Q02156	Apelin signaling pathway
hsa04371	Q9Y243	Apelin signaling pathway
hsa04371	P0DP25	Apelin signaling pathway
hsa04371	O14610	Apelin signaling pathway
hsa04371	P10451	Apelin signaling pathway
hsa04371	Q9P2W3	Apelin signaling pathway
